(40, 14)
(40, 15)
(39, 15)
(39, 14)
(29, 12)
(29, 13)
(29, 18)
(29, 17)
(27, 17)
(27, 13)
(26, 16)
(26, 15)
(26, 14)
(25, 14)
(25, 15)
(25, 16)
(22, 17)
(21, 16)
(21, 17)
(21, 18)
(20, 19)
(20, 15)
(19, 17)
(18, 20)
(17, 20)
(18, 14)
(17, 14)
(16, 19)
(16, 15)
(15, 18)
(15, 17)
(15, 16)
(5, 17)
(6, 17)
(6, 16)
(5, 16)
